,text
321,"yes jennifer but i'd change a few: 

buttigieg: vp
warren: treasury
harris: ag "
322,_ i do not think buttigieg has enough resume for defense secretary
323, so buttigieg and klobuchar were forced out so that biden could get their votes
324,: why democratic endorsements can help joe biden win 
325,with the departure is chris matthews and hardball something has to fill the pm slot how about the edge with pete… 
326,yep buttigieg and klobuchar failed yet ambitious hoping to deny the american people of medicare for all and gain… 
327," @_elizabethedits in reality
pete buttigieg was the only one who could have saved the u… "
328, less insidious is that buttigieg’s policy director sonal shah was national coordinator for a major hind… 
329,"buttigieg

klobuchar

matthews

all in hrs yall we are breaking them & come tomorrow they will bend the fucking knee or suffer"
330,klobuchar ends bid set to join buttigieg in biden endorsement ahead of super tuesday foxnews
331,"northcarolina _inc poll:
sanders %
biden %
bloomberg % 
warren %

buttigieg %
klobuchar %
(poll conducted //)"
332,"retweet now republished by buttigieg to endorse biden at dallas rally
"
333, would love a biden/buttigieg ticket but know a woman is necessary ~
334,"""trump is desperate and grasping because if bernie sanders loses he is going to have to face the one democrat who… "
335,“you could argue” pete buttigieg told one snowy morning in south bend more than a year and a half ago “… 
336,❤️ this yearold boy came out during pete buttigieg’s denver rally 
337,what is the real story of buttigieg’s service and time in afghanistan 
338, if obama wanted to be impartial he wouldn’t have been on the phone last night with joe & may… 
339, kinda hoping pete buttigieg would endorse her
340,this pretty much sums up how i feel about the rise and fall of the buttigieg campaign 
341,_jollett yes it is a crock of shit and it sucks but that's exactly what booker and yang and steyer and buttigieg had to do
342,"it's been a helluva day

klobuchar drops out
harry reid endorses biden
buttigieg endorses biden
chris matthe… "
343,biden looks like he’s probably ahead in nc now with buttigieg and klobuchar out 
344, _lynn i understand your point and at some point the progressives do… 
345, david you're right again are these who allege dnc corruption against bernie actually… 
346,this may be a stupid question but when you look at who is voting for buttigieg do all his supporters break to biden supertuesday
347,"homophobia hurt pete buttigieg — as much as america wished it did not
"
348,buttigieg steyer drop out of democratic race for us presidency 
349,"john mulaney would portray pete buttigieg in a movie even if it made him a ‘bad democrat’

the former saturday nigh… "
350, it’s too late for solidarity with dems bernie amy klobuchar and pete buttigieg are busy supporting jo… 
351,amy klobuchar may be out of the race but her wrath will endure via 
352,joe biden just confirmed pete buttigieg will be a part of his administration 
353,pete buttigieg to endorse joe biden for president 
354, he’s a good man and i sincerely hope i get to call him pre… 
355,"texas _inc poll:
sanders %
biden %
bloomberg %
warren %

buttigieg %
klobuchar %

(poll conducted… "
356,he sure was 
357,biden nabs klobuchar buttigieg backing on super tuesday eve 
358,i may be overthinking this but with buttigieg and klobuchar out (but still on the ballot and with all the early v… 
359,biden nabs klobuchar buttigieg backing on super tuesday eve 
360,"my art professor on first day: i'm far left

my art professor today: i was behind buttigieg but of course america is so homophobic"
361,amy and pete samaritan howard stern sanders trump dow jones air force one emily's list zaza spirited away trina but… 
362,biden wins backing of klobuchar and buttigieg on eve of super tuesday supertuesday 
363,"pete buttigieg plans to endorse joe biden in democratic primary | article [amp] | reuters
thank you ⁦… "
364, buttigieg is the cia candidate so no surprise there
365,if you voted early for pete buttigieg amy klobuchar or another democratic candidate who dropped out you’re plumb… 
366, was irrelevant when he was running for the nomination his endorsement of is even more irr… 
367,nolte: pete buttigieg’s failed campaign was built on hate and lies via 
368,eric trump: buttigieg 'sold his soul' to help biden stop bernie 
369,i feel like i’m supposed to celebrate/feel sorry for pete buttigieg and the gender studies master’s in me tells me that’s performativity 🔭
370,klobuchar buttigieg to join biden on stage on super tuesday eve 
371,via : klobuchar buttigieg to join biden on stage on super tuesday eve 
372,pete buttigieg’s historic candidacy is over where do gay rights groups want to go from here… 
373,it's pretty funny seeing the bernie supporters do a complete from calling pete buttigieg a rat to trying to get… 
