,text
228, are you watching klobuchar right now if so she has that thing that i look for a human presence
229,mixed feelings i’m glad to see more dems voting against socialism but i’m disgusted to see the swamp still tryin… 
230,amy klobuchar is a class act
231,💚💙💚💙💚💙💚💙💚💙💚mcfeely: how does vice president klobuchar sound | inforum 
232, klobuchar would bring the midwest with her
233," this is my heartfelt belief:

warren is a more capable progressive than sanders
klobuchar a more ca… "
234,@_fustian i expect biden to choose buttigieg as vp if not him then perhaps klobuchar maybe warren is too far left for biden
235,"live now on :
sen klobuchar joins to discuss suspending her campaign endorsing joe biden "
236,_of he's a sociopath those are bad people who should never hold the reins of power amy klobuchar is one as wel… 
237, biden/klobuchar has a lot of strengths biden gets… 
238, ‘friends’ are just enemies that you hate slightly less than other… 
239,i like joe but got nervous so i looked at klobuchar buttegieg and warren could never take to bernie but… 
240,_b yea tell that to all the steyer buttigieg and klobuchar voters who voted early 😡 you… 
241,sad to see amy klobuchar leave the race looking forward to seeing more of her in the future
242, you will make an outstanding president one day hope you get the vp slot we love you amy klobuchar 💚💙
243, i would have happily voted for amy klobuchar
244, sorry lo she worked against warren i really think she is the bi_ch he… 
245,i'll go ahead and say it: i find it awfully suspicious buttigieg klobuchar and bloomberg all withdrew just within… 
246, more important to campaign in warren's state on sat and klobuchar's sun wanted to go in for… 
247, i've had my share of disagreements with warren i… 
248, _luby i feel like he probably already offered vp to klobuchar
249, i think he'll go with someone like klobuchar who can help tip the balance in critical swing states though… 
250, can be the largest voice for bernie in the country she can campaign for him like no one else in the count… 
251,“buttigieg and klobuchar haven’t dropped out they’ve just suspended their campaigns if you’re curious why candida… 
252, i don’t normally comment on other folds appearances but she needs to borrow klobuchar’s hairbrush
253, lawrence’s intro coverage was not positive for bs and now he’s going to talk to amy klobuchar
254, he had zilch in mn absolutely nothing all we needed to know… 
255, do not let the dnc push you out of running in the general election this time if they want to play… 
256,amy klobuchar on yeah
257,_kanefield this country needs our senators (warren klobuchar harris) in the senate abrams would make a prestigious vp
258,"little white boston irish larry o’donnell is disgusting 
he has amy klobuchar on again and again and again
what w… "
259,_harbison i love elizabeth too she's got so much to offer but we would lose that senate seat… 
260,democrat primary: amy klobuchar drops out via 
261, you picking on amy klobuchar is bullshit i've been backing biden from start but divisiveness in our pa… 
262,amy klobuchar on o'donnell
263,sen amy klobuchar with lawrence next msnbc
264, klobuchar wanted something similar with community colleges but free college for… 
265,bernie supporters yesterday: klobuchar and buttigieg shouldn’t have left the campaign and they shouldn’t have endo… 
