,text
269,pt bloomberg voters can not seriously think liberals will vote for him too biden can not debate well bernie can bu… 
270, they said the interview with warren asking about her allegations on bloomberg it was sexist then he… 
271, i am sincerely asking why is it a big deal that bernie went to russia for his honeymoon als… 
272, im voting warren but this idea of 'legitimate democrat' is ver… 
273, idk i think their intent is to force a brokered convention where bernie and biden are super close and… 
274, i’m a sanders supporterwas warren until a few months ago none of my friends who support sanders… 
275, do you have reason to think warren would not give bernie her delegates if she was not via… 
276,i have a theory if you base it off of the idea grassroots donations = votes she wins second in super tuesday she… 
277,ppl using « women support women » as a reason for endorsing warren is this dumbest idpol shit i have ever heard n… 
278,"bernie sanders or elizabeth warren will be elected on super tuesday

joe biden will show up on super thursday 

qanon"
279,my hot take is it might be better for sanders if warren stays in and gets delegates in as many states as possible… 
280,i cackled when i saw that the daily bruin endorses warren disappointed but not surprised because a majority of the org is white
281, they need delegates to win the nominee we are still very early in the race tulsi and warren are… 
282,why don’t ppl like elizabeth warren i really would like to know that
283," stand firm elizabeth warren the rtumpster cannot 
stand against a smart strong determined woman"
284,this is zero hour aoc's endorsement is no longer useful if she's so afraid of alienating warren and her supporters… 
285," aoc on if warren should drop out: ""i do not think that's up to me that's a very deeply personal dec… "
286, exactly some of his supporters need to realize that we need their support warren has always been my s… 
287,_esq luckily we get to witness it happen tomorrow just unfortunate warren will be ste… 
288, vp for warren: doc brown
289,@_reaalamerican_ and warren will not be your president trumplandsidereelectionvictory
290," jesus you people are fragile
listen i will never vote for trump but bernie has to show th… "
291,"he'll come off as mean unfunny and nonsensical

i think the only person we have left that could take trump in a… "
292,warren might attack more buttigieg and klobuchar supporters than biden if you wonder why she is going after sanders
293," i just do not know how much it's really going to work since so many people have voted early

one thing… "
294,i mean today must have been the plan from the start right doubling down on sc leveraging clear careerists to bac… 
295, warren/gillum would be an excellent ticket
296,make that four four former supporters i know in virginia have told me they’re going to vote for war… 
297,it's bernie vs biden and liz warren is sitting on the sidelines again
298, warren has changes drastically since she announced she was running i do not like what i see now her stayi… 
299,warren we dont fucking want youuuu
300,tbt to when the same people calling for warren to drop out were raging at the suggestion that their candidate… 
301, please name one policy warren has that will be better for the people of the us then a bernie policy
302,only transphobes vote for biden and warren be on the right side of history vote sanders 💕
303, warren bernie second choice
304,here’s why i’m voting for joe biden vp for yrs respected by world leaders wont make unrealistic promises wall… 
305, yeah like elizabeth warren pow wow wow hey scarly why u associate with w… 
306,i think they would do great things together for this country warren would be very powerful in a progressive cabine… 
307, i’m for warrentoobut i have to admit when joebiden says we’re fighting for the soul of this nationi… 
308, make friends w joe biden cede your ground infrastructure and ad buys… 
309,if warren did drop she probably would support berniebut y’all don’t deserve that y’all barely deserve the women endorsing him as is
310, we are for warren
311,i don’t want warrenendorsebernie i don’t want warren tainting our ticket she’s a loser and she is no progressive… 
312,remember on when senator sanders stayed in the election for way longer than he should have even when people to… 
313,_wapond uh meow
314, warren has no path to the nomination we have national polls donat… 
315, never elizabeth warren
316, nah bernie's just another narcissist anarchist warren is the only one of those goons who is not in it for the dopamine
317,elizabeth warren is a piece of shit
318, _acumen the democratic establishment needs three candidates at the convention that way the supe… 
319,he had articles by serial abuser matt mcfarland on his blog waaaaay after his activities came to light but i guess… 
320,today i'm joining more than other young leaders across the country from states and the district of columbia… 
321,_climber i think he’s been warned after complaints in the past his treatment of wo… 
322,"elizabeth warren is a nauseating hypocrite

presidentsanders
bernie "
323, i think you’re underestimating the stupidity of the dnc i could % see biden winning a brokered… 
324, i think most warren supporters will vote blue in the general idk i'm not that interested in c… 
325,"yo

massachusetts peeps

go out and vote for bernie tomorrow

and dont humor warren please"
326,y'all just going to pretend warren did not dispatch bloomberg and matthews in less than two weeks
327, those are not mutually exclusive things warren being in the race literally pulls delegates from bernie y… 
328,so you are saying democrats can’t make up their own mind that they want to support biden or warren over sanders 
