,text
227,in care there’s any confusion i actually feel sorry for biden he doesn’t look like he wants to be president he l… 
228, that is not the nature of this contest in every state so far sanders has gotten a… 
229,senate homeland committee to issue first subpoena in bidenburisma probe 
230, biden was a good vp no question that does not mean he would be a good potus we can not expect real fundame… 
231, no worries you both will be working together in the biden administration
232, the fix is in biden wins the nom or its an open convention in which they give it to him berniedropout
233, is he dropping out to endorse joe biden
234, hes out & theyre all ganging up on sanders biden will be nominated
235,_defender hope ag and hopefully he remembers what bill barr said about a president following… 
236,"_mr_tom_lomax _aria_blooms she is clearly working against the progressive movement now

the vain ‘game’ she's… "
237, no the majority wants a choice between medicare or keeping their private insurance and many pr… 
238, thet endorsed biden so that tells me what to do
239,the rapid fall of candidates wrapping around biden to be the democratic nominee when sanders is leading says it all… 
240, i'm sorry but this is what biden represents 
241,its or for me cant string a coherent sentence together and that scares… 
242, there is no evidence that's true most of biden's voter's secondchoic… 
243,democrats seem predisposed to caution whenever boldness is called for biden will not excite the young the disaffe… 
244, saw one early that was tut tuting over people who want medicare for all mocking biden’s stutter
245, you can’t endorse joe biden over two nondemocrats bernie sanders and michael bloomberg
246,with buttigieg and klobuchar dropping out i'm high key nervous that biden might end up winning this nomination and… 
247,"who wins the maine primary on supertuesday

bernie 
biden +
warren +
bloomberg +
gabbard +"
248, amazing imo biden is not up to a fight with trump i will votebluenomatterwho but he seems weak
249, he's also endorsing biden
250, yes they also considered this for crash and bern bernie but biden is easier to control it's… 
251,"trump would beat biden in a debate
i cannot think of a more demoralising thing to watch

yet somehow the democra… "
252, biden has working class voters in swing states too
253,"it's time for warren to dropout it she has any principles 
"
254, _j_roth i wish his dementia and biden's dementia could fight on the astral plane i also wish n… 
255, _polls _intel i've been tracking all the state aggregates closely almos… 
256, to be fair he has a stutter and it’s common for people who have a stutter to reword their sentences if t… 
257, and do not forget biden runs of the notion that everyone black has to vote for him… 
258, liz cmon as a mass resident you are not going to win and you know it please for the sake of progressio… 
259, not biden warren
260, biden will help win the down ticket bernie has never been fully vetted (he'll… 
261, biden promised him vp
262, no done with political tribute appointments joe biden should choose the absolute most qualified per… 
263,looks like it's close between bidenabrams and bidenwarren i'd say the first because warren is still considered… 
264, the dnc and clinton were jerks toward sanders in i left the party as a result and am… 
265, no easy choice biden 
266,"_updates south carolina must follow there 💓 of unity

bernie sanders supported civil unity and justice const… "
267,_girl and plenty of independents & republicans/formers are on bo… 
268, sorry but there is legit no way she wins the nomination and she really is just hurting bernie at this… 
269, biden all day sanders has provided entertainment however it's always been a vote for or against the president
270,joe biden should choose pete buttigieg as vp to beat trump 
271,jeez i was about to make an analogy between biden and prince charles but then i realized prince charles was more o… 
272,amy klobuchar ends presidential campaign will support biden via 
273," _bagley only senators support mall

i see you're supporting biden

biden doe… "
274,when he did not have a hard on for bwrnie biden or klobucher
275,just a reminder that worse than donald trump joe biden has tried to cut social security medicare and medicaid mor… 
276," yep
bloomberg = trump
never bloomberg
never biden
only bernie"
277, i think biden/harris is quite unbeatable
278, biden will be fucking ravished the second he steps on the debate stage this man is senile and in no wa… 
279,thinking of voting for biden consider you this: the best strategy keeping him off television is his best shot u… 
280, biden is not even the leading dem candidate rn
